JDTDB,Calendar Date (TDB),X,Y,Z,VX,VY,VZ,
2461600.500000000, A.D. 2027-Jul-14 00:00:00.0000, -1.935680235216493E+08, -1.378847433200531E+08,  1.878620900515854E+06,  1.492657374139669E+01, -1.768346937684096E+01, -7.367640253911594E-01,
2461601.500000000, A.D. 2027-Jul-15 00:00:00.0000, -1.922712055062253E+08, -1.394074857367046E+08,  1.814895973471455E+06,  1.509223506826432E+01, -1.756493758591308E+01, -7.383414471159133E-01,
2461602.500000000, A.D. 2027-Jul-16 00:00:00.0000, -1.909601073947508E+08, -1.409199196192872E+08,  1.751036979026109E+06,  1.525712911696514E+01, -1.744484615890514E+01, -7.398673758062246E-01,
2461603.500000000, A.D. 2027-Jul-17 00:00:00.0000, -1.896347961014932E+08, -1.424219102723498E+08,  1.687048381191000E+06,  1.542124153200403E+01, -1.732319644037301E+01, -7.413414858614038E-01,
2461604.500000000, A.D. 2027-Jul-18 00:00:00.0000, -1.882953397841528E+08, -1.439133231225781E+08,  1.622934671873525E+06,  1.558455786367585E+01, -1.719998988734639E+01, -7.427634454551004E-01,
2461605.500000000, A.D. 2027-Jul-19 00:00:00.0000, -1.869418078509621E+08, -1.453940237287715E+08,  1.558700370871447E+06,  1.574706358123433E+01, -1.707522808137948E+01, -7.441329232363412E-01,
2461606.500000000, A.D. 2027-Jul-20 00:00:00.0000, -1.855742709678140E+08, -1.468638777918810E+08,  1.494350025889672E+06,  1.590874408292432E+01, -1.694891274037153E+01, -7.454495940309300E-01,
2461607.500000000, A.D. 2027-Jul-21 00:00:00.0000, -1.841928010652156E+08, -1.483227511650951E+08,  1.429888212491415E+06,  1.606958469934326E+01, -1.682104571171038E+01, -7.467131406071612E-01,
2461608.500000000, A.D. 2027-Jul-22 00:00:00.0000, -1.827974713450649E+08, -1.497705098641364E+08,  1.365319533973455E+06,  1.622957068813064E+01, -1.669162894980655E+01, -7.479232498307562E-01,
2461609.500000000, A.D. 2027-Jul-23 00:00:00.0000, -1.813883562874711E+08, -1.512070200778675E+08,  1.300648621263228E+06,  1.638868722532883E+01, -1.656066450765575E+01, -7.490796071393246E-01,
2461610.500000000, A.D. 2027-Jul-24 00:00:00.0000, -1.799655316577506E+08, -1.526321481791087E+08,  1.235880132905535E+06,  1.654691940124704E+01, -1.642815455315579E+01, -7.501818945680574E-01,
2461611.500000000, A.D. 2027-Jul-25 00:00:00.0000, -1.785290745134520E+08, -1.540457607355335E+08,  1.171018755081974E+06,  1.670425221767905E+01, -1.629410139068505E+01, -7.512297903508287E-01,
2461612.500000000, A.D. 2027-Jul-26 00:00:00.0000, -1.770790632112012E+08, -1.554477245207058E+08,  1.106069201566383E+06,  1.686067058584847E+01, -1.615850747092918E+01, -7.522229685277848E-01,
2461613.500000000, A.D. 2027-Jul-27 00:00:00.0000, -1.756155774133666E+08, -1.568379065254528E+08,  1.041036213603944E+06,  1.701615933459004E+01, -1.602137538956488E+01, -7.531611027268363E-01,
2461614.500000000, A.D. 2027-Jul-28 00:00:00.0000, -1.741386980947108E+08, -1.582161739695905E+08,  9.759245597870126E+05,  1.717070322923643E+01, -1.588270788070137E+01, -7.540438747114351E-01,
2461615.500000000, A.D. 2027-Jul-29 00:00:00.0000, -1.726485075491143E+08, -1.595823943137749E+08,  9.107390359798521E+05,  1.732428698033718E+01, -1.574250780871352E+01, -7.548709779142362E-01,
2461616.500000000, A.D. 2027-Jul-30 00:00:00.0000, -1.711450893962667E+08, -1.609364352713285E+08,  8.454844652622789E+05,  1.747689522832536E+01, -1.560077816540107E+01, -7.556421094860886E-01,
2461617.500000000, A.D. 2027-Jul-31 00:00:00.0000, -1.696285285882101E+08, -1.622781648202062E+08,  7.801656978337243E+05,  1.762851252339211E+01, -1.545752207492320E+01, -7.563569602454878E-01,
2461618.500000000, A.D. 2027-Aug-01 00:00:00.0000, -1.680989114157708E+08, -1.636074512153455E+08,  7.147876108817533E+05,  1.777912332290901E+01, -1.531274280065801E+01, -7.570152130704324E-01,
2461619.500000000, A.D. 2027-Aug-02 00:00:00.0000, -1.665563255150321E+08, -1.649241630013971E+08,  6.493551084800884E+05,  1.792871200284533E+01, -1.516644375548717E+01, -7.576165482471016E-01,
2461620.500000000, A.D. 2027-Aug-03 00:00:00.0000, -1.650008598738559E+08, -1.662281690256225E+08,  5.838731215347946E+05,  1.807726286904427E+01, -1.501862851724110E+01, -7.581606494156201E-01,
2461621.500000000, A.D. 2027-Aug-04 00:00:00.0000, -1.634326048382669E+08, -1.675193384508480E+08,  5.183466077020615E+05,  1.822476016362813E+01, -1.486930083555494E+01, -7.586472071942518E-01,
2461622.500000000, A.D. 2027-Aug-05 00:00:00.0000, -1.618516521185648E+08, -1.687975407685931E+08,  4.527805512124598E+05,  1.837118806795420E+01, -1.471846461693405E+01, -7.590759198748156E-01,
