JDTDB,Calendar Date (TDB),X,Y,Z,VX,VY,VZ,
2468390.500000000, A.D. 2046-Feb-14 00:00:00.0000, -2.349059966193831E+09,  1.286072100064023E+09,  5.965474427786355E+08, -3.495356130133284E+00, -7.440412896846695E+00, -3.277914540313544E+00,
2468391.500000000, A.D. 2046-Feb-15 00:00:00.0000, -2.349340924497320E+09,  1.285432590347279E+09,  5.962629462007707E+08, -3.011512643292579E+00, -7.345055270012448E+00, -3.298736670938589E+00,
2468392.500000000, A.D. 2046-Feb-16 00:00:00.0000, -2.349581328785154E+09,  1.284805871433834E+09,  5.959789659621741E+08, -2.561392005620050E+00, -7.145850522696644E+00, -3.266026727661668E+00,
2468393.500000000, A.D. 2046-Feb-17 00:00:00.0000, -2.349785296048590E+09,  1.284200432503266E+09,  5.957000635216099E+08, -2.172362007944810E+00, -6.854988771578714E+00, -3.181799366802508E+00,
2468394.500000000, A.D. 2046-Feb-18 00:00:00.0000, -2.349959158257424E+09,  1.283623461418131E+09,  5.954304889751863E+08, -1.868065375593784E+00, -6.490248972760593E+00, -3.051210552192213E+00,
2468395.500000000, A.D. 2046-Feb-19 00:00:00.0000, -2.350111076261792E+09,  1.283080406439993E+09,  5.951739219040611E+08, -1.666978134579514E+00, -6.073914835660395E+00, -2.882243166100229E+00,
2468396.500000000, A.D. 2046-Feb-20 00:00:00.0000, -2.350250542176551E+09,  1.282574644019032E+09,  5.949332470097537E+08, -1.581283021336203E+00, -5.631416055985941E+00, -2.685220246563740E+00,
2468397.500000000, A.D. 2046-Feb-21 00:00:00.0000, -2.350387800590755E+09,  1.282107272913995E+09,  5.947103782178844E+08, -1.616126630748248E+00, -5.189777719660864E+00, -2.472175531845588E+00,
2468398.500000000, A.D. 2046-Feb-22 00:00:00.0000, -2.350533223894405E+09,  1.281677047196217E+09,  5.945061419757541E+08, -1.769305598483675E+00, -4.775972426513452E+00, -2.256119693561119E+00,
2468399.500000000, A.D. 2046-Feb-23 00:00:00.0000, -2.350696679812456E+09,  1.281280452222844E+09,  5.943202268597903E+08, -2.031400952957332E+00, -4.415275614293328E+00, -2.050247000486679E+00,
2468400.500000000, A.D. 2046-Feb-24 00:00:00.0000, -2.350886929711172E+09,  1.280911918946724E+09,  5.941512025655874E+08, -2.386352444776002E+00, -4.129724368461972E+00, -1.867130787358705E+00,
2468401.500000000, A.D. 2046-Feb-25 00:00:00.0000, -2.351111094365613E+09,  1.280564163495267E+09,  5.939966071226120E+08, -2.812437833380896E+00, -3.936773693076725E+00, -1.717956785614041E+00,
2468402.500000000, A.D. 2046-Feb-26 00:00:00.0000, -2.351374219763476E+09,  1.280228631312173E+09,  5.938530970155859E+08, -3.283597418225773E+00, -3.848232177725991E+00, -1.611841064330092E+00,
2468403.500000000, A.D. 2046-Feb-27 00:00:00.0000, -2.351678969420787E+09,  1.279896018780132E+09,  5.937166510587754E+08, -3.771023050067034E+00, -3.869541959113277E+00, -1.555274170490431E+00,
2468404.500000000, A.D. 2046-Feb-28 00:00:00.0000, -2.352025461970721E+09,  1.279556840518147E+09,  5.935828155917933E+08, -4.244914731177156E+00, -3.999446882206020E+00, -1.551725362560641E+00,
